5
0.260611; 0.0553627
0.231247; 0.0550166
0.237813; 0.0551463
0.233912; 0.0549814
0.233912; 0.0549814
0.232432; 0.0545195
0.232432; 0.0545195
0.232432; 0.0545195
0.231247; 0.0546791
0.231302; 0.054058
0.230826; 0.054217
0.230826; 0.054217
0.230826; 0.0540249
0.230826; 0.0540249
0.230826; 0.0546085
0.230826; 0.0540249
0.230826; 0.0540249
0.231247; 0.0546791
0.230691; 0.0543704
0.230826; 0.0542768
0.231302; 0.0545552
0.230691; 0.0540588
0.230691; 0.0543704
0.230691; 0.0543704
0.230691; 0.0528337
0.230691; 0.0543704
0.230691; 0.0543704
0.230691; 0.0532257
0.230691; 0.0543704
0.230691; 0.0536086
0.230691; 0.0547079
0.230826; 0.0540249
0.230691; 0.0543704
0.230691; 0.0543704
0.230691; 0.0547079
0.230826; 0.0519248
0.230691; 0.054144
0.230826; 0.052417
0.230691; 0.0537759
0.230691; 0.0515196
0.230691; 0.0526198
0.230691; 0.0543704
0.230691; 0.054144
0.230691; 0.0515196
0.230691; 0.0540588
0.230691; 0.054144
0.230691; 0.0528337
0.230691; 0.0526349
0.230691; 0.0541001
0.230691; 0.0532617
0.230691; 0.0503227
6
0.260611; 0.0553627
0.231247; 0.0550166
0.237813; 0.0551463
0.233912; 0.0549814
0.231247; 0.0543674
0.232432; 0.0545195
0.232432; 0.0545195
0.232432; 0.0545195
0.231247; 0.0546791
0.230826; 0.054217
0.231302; 0.054058
0.230826; 0.054217
0.230826; 0.0546085
0.230826; 0.0540249
0.230826; 0.054217
0.230826; 0.0544064
0.230826; 0.0540249
0.231247; 0.0543674
0.230691; 0.0540588
0.230691; 0.0540588
0.230691; 0.0540657
0.230691; 0.0543704
0.230691; 0.0539789
0.230826; 0.0540249
0.230691; 0.0547079
0.230691; 0.0539789
0.230691; 0.0547079
0.230691; 0.0547079
0.230691; 0.0528337
0.230826; 0.05366
0.230691; 0.0513209
0.230691; 0.0534301
0.230691; 0.0536086
0.230691; 0.0532257
0.230691; 0.0543704
0.230691; 0.0534301
0.230691; 0.054144
0.230691; 0.0510383
0.230826; 0.050779
0.230691; 0.0539789
0.230691; 0.054144
0.230691; 0.0537759
0.230691; 0.0515196
0.230691; 0.0531913
0.230691; 0.0515196
0.230691; 0.0538695
0.230691; 0.0532257
0.230691; 0.05145
0.230691; 0.0511912
0.230691; 0.0537796
0.230691; 0.0483846
7
0.260611; 0.0553627
0.231247; 0.0550166
0.237813; 0.0551463
0.232432; 0.0545195
0.233912; 0.0549814
0.232432; 0.0545195
0.232432; 0.0545195
0.231247; 0.0546791
0.230826; 0.054217
0.230826; 0.054217
0.230826; 0.0546085
0.230826; 0.0546085
0.230826; 0.0546085
0.230826; 0.0546085
0.230826; 0.0546085
0.230826; 0.0544064
0.230826; 0.0540249
0.231247; 0.0543674
0.230691; 0.0540588
0.230691; 0.0530299
0.230691; 0.0543704
0.230691; 0.0543704
0.230691; 0.0543704
0.230826; 0.0542768
0.230691; 0.0536086
0.230691; 0.0539789
0.230826; 0.054217
0.230691; 0.0547079
0.230826; 0.0519248
0.230826; 0.0546085
0.230691; 0.0547079
0.230691; 0.054144
0.230691; 0.0510383
0.230691; 0.0540588
0.230826; 0.0541101
0.230826; 0.0540998
0.230691; 0.0538695
0.230691; 0.054144
0.230691; 0.0540588
0.230691; 0.0518716
0.230691; 0.0543704
0.230691; 0.0515196
0.230691; 0.0506007
0.230691; 0.0506007
0.230691; 0.0529679
0.230691; 0.0540588
0.230691; 0.0543704
0.230691; 0.0538695
0.230691; 0.0510383
0.230691; 0.0503434
0.230691; 0.0463981
8
0.260611; 0.0553627
0.231247; 0.0550166
0.237813; 0.0551463
0.232432; 0.0545195
0.233912; 0.0549814
0.232432; 0.0545195
0.232432; 0.0545195
0.232432; 0.0545195
0.230826; 0.054217
0.230826; 0.054217
0.230826; 0.054217
0.230826; 0.054217
0.230826; 0.0546085
0.230826; 0.0540249
0.230826; 0.0546085
0.230826; 0.054217
0.230826; 0.0540249
0.231247; 0.0546791
0.230691; 0.0543704
0.230691; 0.0543704
0.230691; 0.0540588
0.230691; 0.0540588
0.230691; 0.0543704
0.230691; 0.0543704
0.230691; 0.0547079
0.230691; 0.054144
0.230691; 0.0542528
0.230691; 0.0543704
0.230691; 0.0532257
0.230691; 0.0543704
0.230691; 0.0543704
0.230691; 0.0538695
0.230691; 0.0528337
0.230691; 0.0534301
0.230826; 0.0513149
0.230691; 0.0532257
0.230691; 0.054144
0.230691; 0.0538695
0.230691; 0.0543704
0.230691; 0.0532257
0.230691; 0.0529679
0.230691; 0.0540554
0.230691; 0.0537759
0.230691; 0.0547079
0.230691; 0.0538695
0.230691; 0.0533448
0.230691; 0.054144
0.230691; 0.0528311
0.230691; 0.0536907
0.230691; 0.0532617
0.230691; 0.0460635
9
0.260611; 0.0553627
0.231247; 0.0550166
0.237813; 0.0551463
0.233912; 0.0549814
0.233912; 0.0549814
0.231302; 0.054058
0.232432; 0.0545195
0.232432; 0.0545195
0.231247; 0.0546791
0.230826; 0.054217
0.230826; 0.054217
0.230826; 0.054217
0.230826; 0.0540249
0.230826; 0.0540249
0.230826; 0.054217
0.231302; 0.0527068
0.231302; 0.054058
0.231247; 0.0546791
0.230691; 0.0533448
0.230691; 0.0543704
0.230691; 0.0542528
0.230691; 0.0543704
0.230691; 0.0547079
0.230691; 0.0534219
0.230691; 0.0543704
0.230691; 0.0534219
0.230691; 0.0539789
0.230691; 0.0540588
0.230691; 0.0542528
0.230691; 0.0540588
0.230691; 0.0530299
0.230691; 0.0547079
0.230691; 0.0543704
0.230691; 0.0533448
0.230826; 0.0540998
0.230691; 0.0543704
0.230826; 0.051871
0.230691; 0.0540588
0.230691; 0.0547079
0.230691; 0.0532257
0.230691; 0.0536907
0.230691; 0.0543704
0.230691; 0.0543704
0.230691; 0.0528337
0.230691; 0.0503434
0.230691; 0.0529679
0.230691; 0.0544075
0.230691; 0.0538695
0.230691; 0.0522539
0.230691; 0.05145
0.230691; 0.043781
